description,price,rank,link,other_name,g3d_mark,name
"Bus Interface: AGP 8X, Max Memory Size: 128 MB, Core Clock(s): 390 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,43,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5900XT&id=1348,"MSI MS-StarForce GeForce FX 5900XT (NVIDIA GeForce, NVIDIA GeForce FX 5900XT",NA,GeForce FX 5900XT
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 850 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,41,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5900+Ultra&id=1347,NVIDIA GeForce FX 5900 Ultra,NA,GeForce FX 5900 Ultra
"Bus Interface: AGP 8X, Max Memory Size: 128 MB, Core Clock(s): 400 MHz, Memory Clock(s): 850 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,35,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5900&id=1346,"MSI MS-StarForce GeForce FX 5900 (NVIDIA GeForce F, NVIDIA GeForce FX 5900, NVIDIA GeForce FX 5900 (Omega 2.169.21)",NA,GeForce FX 5900
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 235 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,33,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5700VE&id=1343,NVIDIA GeForce FX 5700VE,NA,GeForce FX 5700VE
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 250 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,25,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5700LE&id=1342,"MSI MS-StarForce GeForce FX 5700LE (NVIDIA GeForce, MSI MS-StarForce GeForce FX 5700LE (NVIDIA GeForce FX 5700LE), NVIDIA GeForce FX 5700LE",NA,GeForce FX 5700LE
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 425 MHz, Memory Clock(s): 500 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,41,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5700&id=1340,"MSI MS-StarForce GeForce FX 5700 (NVIDIA GeForce F, MSI MS-StarForce GeForce FX 5700 (NVIDIA GeForce FX 5700), NVIDIA GeForce FX 5700",NA,GeForce FX 5700
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 475 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,34,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5700+Ultra&id=1341,"NVIDIA GeForce FX 5700 Ultra, NVIDIA GeForce FX 5700 Ultra (Omega 2.169.21)",NA,GeForce FX 5700 Ultra
,,9,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5600XT&id=1339,NVIDIA GeForce FX 5600XT,NA,GeForce FX 5600XT
"Bus Interface: AGP 8X, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,17,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5600+Ultra&id=1337,NVIDIA GeForce FX 5600 Ultra,NA,GeForce FX 5600 Ultra
"Bus Interface: AGP 8X,PCI, Max Memory Size: 256 MB, Core Clock(s): 325 MHz, Memory Clock(s): 550 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,12,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5600&id=1336,"3D Blaster FX 5600, 3DForceFX 5600, NVIDIA GeForce FX 5600, ABIT Siluro FX5600, MSI MS-StarForce GeForce FX 5600 (NVIDIA GeForce F, NVIDIA GeForce FX 5600, NVIDIA GeForce FX 5600 (Sony)",NA,GeForce FX 5600
"Bus Interface: AGP 8X,AGP 4X,PCI, Max Memory Size: 256 MB, Core Clock(s): 270 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,8,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5500&id=1335,"Inno3D GeForce FX 5500, MSI MS-StarForce GeForce FX 5500 (NVIDIA GeForce F, MSI MS-StarForce GeForce FX 5500 (NVIDIA GeForce FX 5500), NVIDIA GeForce FX 5500, NVIDIA GeForce FX 5500 (Omega 1.6693) (P), NVIDIA GeForce FX 5500 (Omega 2.169.21), NVIDIA GeForce FX 5500 by TweaksRUs, NVIDIA GeForce FX5500",0.22,GeForce FX 5500
,,12,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5200SE&id=2655,NVIDIA GeForce FX 5200SE,NA,GeForce FX 5200SE
,,7,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5200LE&id=1334,NVIDIA GeForce FX 5200LE,0.16,GeForce FX 5200LE
"Bus Interface: AGP 8X, Max Memory Size: 128 MB, Core Clock(s): 325 MHz, Memory Clock(s): 650 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,12,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5200+Ultra&id=1333,"NVIDIA GeForce FX 5200 Ultra, NVIDIA GeForceFX 5200 Ultra Gamer",NA,GeForce FX 5200 Ultra
"Bus Interface: AGP 8X,PCI, Max Memory Size: 128 MB, Core Clock(s): 250 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,7,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5200&id=1330,"3DForceFX 5200, NVIDIA GeForce FX 5200, ABIT Siluro FX5200, Inno3D GeForce FX 5200, MSI MS-StarForce GeForce FX 5200 (NVIDIA GeForce F, MSI MS-StarForce GeForce FX 5200 (NVIDIA GeForce FX 5200), MSI MS-StarForce GeForce FX 5200 with AGP8X (NVIDI, NVIDIA GeForce FX 5200, NVIDIA GeForce FX 5200 (Dell), NVIDIA GeForce FX 5200 (DNA-Force 2.0.7777 Fast), NVIDIA GeForce FX 5200 (Gateway), NVIDIA GeForce FX 5200 (NGOHQ.com), NVIDIA GeForce FX 5200 (Omega 1.6693) (P), NVIDIA GeForce FX 5200 (Omega 2.169.21), NVIDIA GeForce FX 5200 (Sony)",0.11,GeForce FX 5200
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 75 W",,524,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800M+GTX&id=1327,NVIDIA GeForce 9800M GTX,1.59,GeForce 9800M GTX
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 600 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 75 W",,646,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800M+GTS&id=1326,"NVIDIA GeForce 9800M GTS, NVIDIA GeForce 9800M GTS (Prerelease - WDDM 1.1), NVIDIA GeForce 9800M GTS [Dox Optimised 185.68]",NA,GeForce 9800M GTS
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 65 W",,471,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800M+GT&id=1325,"NVIDIA GeForce 9800M GT, NVIDIA GeForce 9800M GT [Dox Optimised 182.05: Per, NVIDIA GeForce 9800M GT [Dox Optimised 182.05]",NA,GeForce 9800M GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 530 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 60 W",,549,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800M+GS&id=97,"NVIDIA GeForce 9800M GS, NVIDIA GeForce 9800M GS (Prerelease - WDDM 1.1)",NA,GeForce 9800M GS
,,636,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+S&id=2264,NVIDIA GeForce 9800 S,NA,GeForce 9800 S
,,885,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GTX%2F9800+GTX%2B&id=1321,"NVIDIA GeForce 9800 GTX/9800 GTX+, NVIDIA GeForce 9800 GTX/9800 GTX+ (Microsoft Corporation - WDDM v1.1), NVIDIA GeForce 9800 GTX/9800 GTX+ (Prerelease - WD",9.83,GeForce 9800 GTX/9800 GTX+
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2 MB, Core Clock(s): 600 MHz, Memory Clock(s): 2000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 197 W",,800,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GX2&id=1323,"NVIDIA GeForce 9800 GX2, NVIDIA GeForce 9800 GX2 (Prerelease - WDDM 1.1)",NA,GeForce 9800 GX2
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 675 MHz, Memory Clock(s): 2200 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 140 W",,769,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GTX&id=1320,NVIDIA GeForce 9800 GTX,NA,GeForce 9800 GTX
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 738 MHz, Memory Clock(s): 1836 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 141 W",,906,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GTX%2B&id=92,"NVIDIA GeForce 9800 GTX+, NVIDIA GeForce 9800 GTX+ (Prerelease - WDDM 1.1)",NA,GeForce 9800 GTX+
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 125 W",,712,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GT&id=60,"GeForce 9800 GT, NVIDIA GeForce 9800 GT, NVIDIA GeForce 9800 GT (Prerelease - WDDM 1.1)",6.84,GeForce 9800 GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 530 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 60 W",,482,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9700M+GTS&id=1319,"NVIDIA GeForce 9700M GTS, NVIDIA GeForce 9700M GTS (Prerelease - WDDM 1.1)",NA,GeForce 9700M GTS
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 45 W",,321,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9700M+GT&id=1318,"NVIDIA GeForce 9700M GT, NVIDIA GeForce 9700M GT (Prerelease - WDDM 1.1)",NA,GeForce 9700M GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 23 W",,258,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9650M+GT&id=1317,"NVIDIA GeForce 9650M GT, NVIDIA GeForce 9650M GT [Dox Optimised 182.46]",NA,GeForce 9650M GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 29 W",,269,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9650M+GS&id=1316,"NVIDIA GeForce 9650M GS, NVIDIA GeForce 9650M GS (Prerelease - WDDM 1.1)",NA,GeForce 9650M GS
,,293,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600M+GT+%2F+GeForce+GT+220M&id=1315,NVIDIA GeForce 9600M GT / GeForce GT 220M,NA,GeForce 9600M GT / GeForce GT 220M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 23 W",,263,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600M+GT&id=1314,"APPLE GeForce 9600M GT, NVIDIA GeForce 9600M GT, NVIDIA GeForce 9600M GT (197.13), NVIDIA GeForce 9600M GT (Prerelease - WDDM 1.1), NVIDIA GeForce 9600M GT [Custom Forceware 180.43], NVIDIA GeForce 9600M GT [Dox Optimised 182.05: Per, NVIDIA GeForce 9600M GT [Dox Optimised 185.68]",NA,GeForce 9600M GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 430 MHz, Memory Clock(s): 800,1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,234,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600M+GS&id=1313,"NVIDIA GeForce 9600M GS, NVIDIA GeForce 9600M GS (Prerelease - WDDM 1.1), NVIDIA GeForce 9600M GS [Dox Optimised 182.05: Per",NA,GeForce 9600M GS
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 650 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 95 W",,734,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600+GT&id=95,"GeForce 9600 GT, NVIDIA GeForce 9600 GT, NVIDIA GeForce 9600 GT (Prerelease - WDDM 1.1), NVIDIA GeForce 9600GT",18.36,GeForce 9600 GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 650 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 90 W",,502,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600+GSO+512&id=1310,"NVIDIA GeForce 9600 GSO 512, NVIDIA GeForce 9600 GSO 512 (Prerelease - WDDM 1.1",NA,GeForce 9600 GSO 512
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1536 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 84 W",,517,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600+GSO&id=1309,"NVIDIA GeForce 9600 GSO, NVIDIA GeForce 9600 GSO (Prerelease - WDDM 1.1)",10.35,GeForce 9600 GSO
"Bus Interface: PCIe 2.0 x16,PCI, Max Memory Size: 768 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3",,451,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600+GS&id=1308,NVIDIA GeForce 9600 GS,NA,GeForce 9600 GS
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 475 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,182,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500M+GS&id=1307,"NVIDIA GeForce 9500M GS, NVIDIA GeForce 9500M GS (Prerelease - WDDM 1.1)",NA,GeForce 9500M GS
"Bus Interface: PCIe 2.0 x16,PCI, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1000,1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 50 W",,277,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500+GT&id=1304,"NVIDIA GeForce 9500 GT, NVIDIA GeForce 9500 GT (Prerelease - WDDM 1.1)",3.22,GeForce 9500 GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,167,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500M+G&id=1306,NVIDIA GeForce 9500M G,NA,GeForce 9500M G
,,104,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500M&id=1305,"NVIDIA GeForce 9500M (GF 9200MGS + GF 9400MG), NVIDIA GeForce 9500M (GF 9400MG + GF 9200MGS)",NA,GeForce 9500M
,,282,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500+GS&id=78,"NVIDIA GeForce 9500 GS, NVIDIA GeForce 9500 GS (Prerelease - WDDM 1.1)",NA,GeForce 9500 GS
,,1467,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+945M&id=3388,NVIDIA GeForce 945M,NA,GeForce 945M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1072 MHz, Memory Clock(s): 2000 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 33 W",,971,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+940M&id=3155,NVIDIA GeForce 940M,NA,GeForce 940M
,,1291,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+940MX&id=3453,NVIDIA GeForce 940MX,NA,GeForce 940MX
,,811,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+940A&id=3393,NVIDIA GeForce 940A,NA,GeForce 940A
"Bus Interface: Integrated(PCIe 2.0 x16), Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 800,1066 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 12 W",,125,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9400M+G&id=1300,NVIDIA GeForce 9400M G,NA,GeForce 9400M G
"Bus Interface: PCIe 2.0 x16,PCI, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 800,1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 50 W",,189,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9400+GT&id=11,"Geforce 9400GT, NVIDIA GeForce 9400 GT, NVIDIA GeForce 9400 GT (Prerelease - WDDM 1.1), WinFast PX9400 GT(NVIDIA)",2.36,GeForce 9400 GT
,,144,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9400&id=1298,"NVIDIA GeForce 9400, NVIDIA GeForce 9400 (GeForce 8200 + GeForce 9300 G, NVIDIA GeForce 9400 (GeForce 8200 + GeForce 9300 GE), NVIDIA GeForce 9400 (GeForce 9300GE + GeForce 8200, NVIDIA GeForce 9400 (GF 8200 + GF 9300), NVIDIA GeForce 9400 (GF 9300 + GF 8200), NVIDIA GeForce 9400 (Prerelease - WDDM 1.1)",NA,GeForce 9400
,,121,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9400M&id=1299,"NVIDIA GeForce 9400M, NVIDIA GeForce 9400M (GF 9100MG + GF 9300MGS), NVIDIA GeForce 9400M (GF 9300MGS + GF 9100MG), NVIDIA GeForce 9400M (Prerelease - WDDM 1.1)",NA,GeForce 9400M
,,1154,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930MX&id=3549,NVIDIA GeForce 930MX,NA,GeForce 930MX
,,930,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930M&id=3252,NVIDIA GeForce 930M,NA,GeForce 930M
,,1174,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930A&id=3417,NVIDIA GeForce 930A,NA,GeForce 930A
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 13 W",,96,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300M+GS&id=1297,"NVIDIA GeForce 9300M GS, NVIDIA GeForce 9300M GS (Prerelease - WDDM 1.1), NVIDIA GeForce 9300M GS [Dox Optimised 182.46]",NA,GeForce 9300M GS
,,98,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300GE&id=1295,NVIDIA GeForce 9300GE,NA,GeForce 9300GE
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 13 W",,85,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300M+G&id=1296,"NVIDIA GeForce 9300M G, NVIDIA GeForce 9300M G (Prerelease - WDDM 1.1), NVIDIA GeForce 9300M G [Custom Forceware 178.24]",NA,GeForce 9300M G
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 567 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3",,93,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300+GS&id=1294,NVIDIA GeForce 9300 GS,1.54,GeForce 9300 GS
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 540 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3",,102,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300+GE&id=1293,NVIDIA GeForce 9300 GE,4.42,GeForce 9300 GE
,,127,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300&id=1291,NVIDIA GeForce 9300,NA,GeForce 9300
,,131,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300+%2F+nForce+730i&id=1292,NVIDIA GeForce 9300 / nForce 730i,NA,GeForce 9300 / nForce 730i
,,1024,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920MX&id=3520,NVIDIA GeForce 920MX,NA,GeForce 920MX
,,727,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920M&id=3192,NVIDIA GeForce 920M,NA,GeForce 920M
,,931,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920A&id=3565,NVIDIA GeForce 920A,NA,GeForce 920A
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 13 W",,87,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9200M+GS&id=1290,"NVIDIA GeForce 9200M GS, NVIDIA GeForce 9200M GS (Prerelease - WDDM 1.1)",NA,GeForce 9200M GS
,,82,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9200M+GE&id=1289,NVIDIA GeForce 9200M GE,NA,GeForce 9200M GE
,,82,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9200&id=1288,NVIDIA GeForce 9200,NA,GeForce 9200
,,476,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+910M&id=3285,NVIDIA GeForce 910M,NA,GeForce 910M
,,74,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9100M+G&id=1287,NVIDIA GeForce 9100M G,NA,GeForce 9100M G
,,83,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9100&id=1286,NVIDIA GeForce 9100,NA,GeForce 9100
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 65 W",,547,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800M+GTX&id=1285,"NVIDIA GeForce 8800M GTX, NVIDIA GeForce 8800M GTX [Custom Forceware 180.43]",NA,GeForce 8800M GTX
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 768 MB, Core Clock(s): 612 MHz, Memory Clock(s): 2160 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 171 W",,783,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+Ultra&id=1281,"NVIDIA GeForce 8800 Ultra, NVIDIA GeForce 8800 Ultra (Prerelease - WDDM 1.1)",NA,GeForce 8800 Ultra
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 50 W",,474,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800M+GTS&id=1284,"NVIDIA GeForce 8800M GTS, NVIDIA GeForce 8800M GTS (Prerelease - WDDM 1.1), NVIDIA GeForce 8800M GTS [Dox Optimised 181.22]",NA,GeForce 8800M GTS
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 768 MB, Core Clock(s): 575 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 155 W",,764,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GTX&id=119,"NVIDIA GeForce 8800 GTX, NVIDIA GeForce 8800 GTX (Prerelease - WDDM 1.1), NVIDIA GeForce 8800 GTX [Dox Optimised 185.68]",NA,GeForce 8800 GTX
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 650 MHz, Memory Clock(s): 1940 MHz, Graphics API Support: DirectX 10.0 OpenGL 3.3 Max TDP: 135 W",,838,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GTS+512&id=63,"NVIDIA GeForce 8800 GTS 512, NVIDIA GeForce 8800 GTS 512 (Omega 2.169.21), NVIDIA GeForce 8800 GTS 512 (Prerelease - WDDM 1.1",NA,GeForce 8800 GTS 512
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 320 MB, Core Clock(s): 500,513 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.0 OpenGL 3.3 Max TDP: 146 W",,607,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GTS&id=101,"NVIDIA GeForce 8800 GTS, NVIDIA GeForce 8800 GTS (Prerelease - WDDM 1.1), NVIDIA GeForce 8800 GTS [Dox Optimised 185.68]",NA,GeForce 8800 GTS
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 125 W",,751,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GT&id=1279,"NVIDIA GeForce 8800 GT, NVIDIA GeForce 8800 GT (Omega 1.169.25), NVIDIA GeForce 8800 GT (Omega 2.169.21), NVIDIA GeForce 8800 GT (Prerelease - WDDM 1.1)",NA,GeForce 8800 GT
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 29 W",,211,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8700M+GT&id=1276,"NVIDIA GeForce 8700M GT, NVIDIA GeForce 8700M GT (Prerelease - WDDM 1.1), NVIDIA GeForce 8700M GT [Dox Optimised 182.46]",NA,GeForce 8700M GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 768 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 105 W",,551,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GS&id=1277,"NVIDIA GeForce 8800 GS, NVIDIA GeForce 8800 GS (Prerelease - WDDM 1.1)",NA,GeForce 8800 GS
